,編號,格式名,Class Name,訂單狀態,訂單日期,訂單歸戶碼,商品歸戶碼,訂購人歸戶碼,其他,備註,Required headers,js
,366,"Shopline
分潤訂單",SHOPLINE_1568084128,訂單狀態,訂單日期,訂單號碼,,,"[活動名稱, 推薦類型, 訂單回饋, 推薦回饋] tags",,"訂單狀態,訂單日期,訂單號碼,,,[活動名稱, 推薦類型, 訂單回饋, 推薦回饋] tags","{""order_external_id"":[""訂單號碼""],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""訂單日期""],
 ""product_external_id"":[],
 ""client_external_id"":[],
 ""others"":[[""活動名稱"", ""推薦類型"", ""訂單回饋"", ""推薦回饋""]]}"
,338,產品組合對應表,ORDERLY_PACKAGES,,,,,,,,",,,,,","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[],
 ""product_external_id"":[],
 ""client_external_id"":[],
 ""others"":[]}"
,334,"UDN 買東西 / 有設計
訂單查詢",UDN_1562578427,,訂購日期,訂單編號,廠商料號,訂購日期,"訂單編號, 原售價-小計,進貨價-小計",,",訂購日期,訂單編號,廠商料號,訂購日期,訂單編號, 原售價-小計,進貨價-小計","{""order_external_id"":[""訂單編號""],
 ""order_status"":[],
 ""order_date"":[""訂購日期""],
 ""product_external_id"":[""廠商料號""],
 ""client_external_id"":[""訂購日期""],
 ""others"":[""訂單編號"", ""原售價-小計"",""進貨價-小計""]}"
,333,"BOOKS 博客來
訂單查詢",BOOKSTW_1562163244,訂單狀態,轉單日期,訂單編號,貨號,聯絡電話,,,"訂單狀態,轉單日期,訂單編號,貨號,聯絡電話,","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""轉單日期""],
 ""product_external_id"":[""貨號""],
 ""client_external_id"":[""聯絡電話""],
 ""others"":[]}"
,306,"SHOP123
會員",SHOP123TW_1559814091,,,,,"[帳號, 信箱]",,,",,,,[帳號, 信箱],","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[],
 ""product_external_id"":[],
 ""client_external_id"":[[""帳號"", ""信箱""]],
 ""others"":[]}"
,305,91APP 會員,A91APP_1559799149,,,,,"[手機號碼, 電子郵件, 91APP會員編號, 91APP實體會員編號, 會員姓名]",,單純會員資料 無訂購資料,",,,,[手機號碼, 電子郵件, 91APP會員編號, 91APP實體會員編號, 會員姓名],","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[],
 ""product_external_id"":[],
 ""client_external_id"":[[""手機號碼"", ""電子郵件"", ""91APP會員編號"", ""91APP實體會員編號"", ""會員姓名""]],
 ""others"":[]}"
,303,WACA 會員,WACA_1559798054,,,,,"[電話, Email]",,,",,,,[電話, Email],","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[],
 ""product_external_id"":[],
 ""client_external_id"":[[""電話"", ""Email""]],
 ""others"":[]}"
,300,特力屋,TRPLUSTW_1558954487,,訂單日期,訂單號碼,商品編號,"[手機, 電話]","成本(未稅), 數量",,",訂單日期,訂單號碼,商品編號,[手機, 電話],成本(未稅), 數量","{""order_external_id"":[""訂單號碼""],
 ""order_status"":[],
 ""order_date"":[""訂單日期""],
 ""product_external_id"":[""商品編號""],
 ""client_external_id"":[[""手機"", ""電話""]],
 ""others"":[""成本(未稅)"", ""數量""]}"
,262,"Accupass
活動通 2020",ACCUPASS_1562839149,,報名時間(GTM+8),訂單編號,,"[訂購人手機, 訂購人Email, 會員編號, 參加人手機, 參加人Email]",,報名資料 無商品,",報名時間(GTM+8),訂單編號,,[訂購人手機, 訂購人Email, 會員編號, 參加人手機, 參加人Email],","{""order_external_id"":[""訂單編號""],
 ""order_status"":[],
 ""order_date"":[""報名時間(GTM+8)""],
 ""product_external_id"":[],
 ""client_external_id"":[[""訂購人手機"", ""訂購人Email"", ""會員編號"", ""參加人手機"", ""參加人Email""]],
 ""others"":[]}"
,260,91APP,A91APP_1556696263,訂單狀態,轉單日期時間,主單編號,商品料號,"[收件人電話, 91APP會員編號, 91APP實體會員編號, 購買人, 收件人]","收件人,商品單價, 數量,總成本,折抵點數, 點數折扣金額, 活動折扣金額, 折價券折扣金額, 折扣金額,運費",,"訂單狀態,轉單日期時間,主單編號,商品料號,[收件人電話, 91APP會員編號, 91APP實體會員編號, 購買人, 收件人],收件人,商品單價, 數量,總成本,折抵點數, 點數折扣金額, 活動折扣金額, 折價券折扣金額, 折扣金額,運費","{""order_external_id"":[""主單編號""],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""轉單日期時間""],
 ""product_external_id"":[""商品料號""],
 ""client_external_id"":[[""收件人電話"", ""91APP會員編號"", ""91APP實體會員編號"", ""購買人"", ""收件人""]],
 ""others"":[""收件人"",""商品單價"", ""數量"",""總成本"",""折抵點數"", ""點數折扣金額"", ""活動折扣金額"", ""折價券折扣金額"", ""折扣金額"",""運費""]}"
,259,"Yahoo
超級商城",YAHOO_1556694212,訂單狀態,轉單日期,"[交易序號, 訂單編號]",店家商品料號,"[訂購人行動電話,收件人行動電話,
            收件人電話,
            收件人電話(日), 收件人電話(夜)]","[交易序號, 訂單編號], 金額小計,數量",,"訂單狀態,轉單日期,[交易序號, 訂單編號],店家商品料號,[訂購人行動電話,收件人行動電話,
            收件人電話,
            收件人電話(日), 收件人電話(夜)],[交易序號, 訂單編號], 金額小計,數量","{""order_external_id"":[[""交易序號"", ""訂單編號""]],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""轉單日期""],
 ""product_external_id"":[""店家商品料號""],
 ""client_external_id"":[[""訂購人行動電話"",
 ""收件人行動電話"",
 ""收件人電話"",
 ""收件人電話(日)"", ""收件人電話(夜)""]],
 ""others"":[[""交易序號"", ""訂單編號""], ""金額小計"" ,""數量""]}"
,258,康德 ERP 會員,KANTECHTW_1556540881,,,,,"[會員編號, 手機, 聯絡電話, 電子郵件信箱]",,,",,,,[會員編號, 手機, 聯絡電話, 電子郵件信箱],","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[],
 ""product_external_id"":[],
 ""client_external_id"":[[""會員編號"", ""手機"", ""聯絡電話"", ""電子郵件信箱""]],
 ""others"":[]}"
,257,康德 ERP,KANTECHTW_1554889513,訂單狀態,訂單日期,訂單編號,"[商品條碼, 物品編號, 採購貨號]",會員編號,"金額小計, 數量用於subtotal 訂單編號用於order total price",,"訂單狀態,訂單日期,訂單編號,[商品條碼, 物品編號, 採購貨號],會員編號,金額小計, 數量用於subtotal 訂單編號用於order total price","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""訂單日期""],
 ""product_external_id"":[[""商品條碼"", ""物品編號"", ""採購貨號""]],
 ""client_external_id"":[""會員編號""],
 ""others"":[""金額小計"", ""數量"", ""訂單編號""]}"
,256,"ORDERLY 
訂單格式",ORDERLY_ORDERS,訂單狀態,訂購日期,訂單編號,商品編號,"[會員編號, 手機號碼, Email]","商品售價, 數量, 商品小計商品小計 order_total_price",,"訂單狀態,訂購日期,訂單編號,商品編號,[會員編號, 手機號碼, Email],商品售價, 數量, 商品小計商品小計 order_total_price","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""訂購日期""],
 ""product_external_id"":[""商品編號""],
 ""client_external_id"":[[""會員編號"", ""手機號碼"", ""Email""]],
 ""others"":[""商品售價"", ""數量"", ""商品小計""商品小計"" ""order_total_price""]}"
,256,"Google Sheet
(ORDERLY)",GOOGLE_SHEETS,訂單狀態,訂購日期,,,,,,"訂單狀態,訂購日期,,,,","{""order_external_id"":[],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""訂購日期""],
 ""product_external_id"":[],
 ""client_external_id"":[],
 ""others"":[]}"
,255,"Shopee
蝦皮購物 2019",SHOPEE_1556276843,訂單狀態 (單),訂單成立時間 (單),訂單編號(單),"[主商品貨號, 商品選項貨號]","[買家帳號(單), 收件者電話(單)]","商品原價(品), 數量, subtotal",,"訂單狀態 (單),訂單成立時間 (單),訂單編號(單),[主商品貨號, 商品選項貨號],[買家帳號(單), 收件者電話(單)],商品原價(品), 數量, subtotal","{""order_external_id"":[""訂單編號(單)""],
 ""order_status"":[""訂單狀態 (單)""],
 ""order_date"":[""訂單成立時間 (單)""],
 ""product_external_id"":[[""主商品貨號"", ""商品選項貨號""]],
 ""client_external_id"":[[""買家帳號(單)"", ""收件者電話(單)""]],
 ""others"":[""商品原價(品)"", ""數量""]}"
,237,"PChome 商店街
一般+24h",PCHOME_1554877759,,訂購日期,訂單編號,店家料號,收貨人電話,"數量, 金額, product_price",,",訂購日期,訂單編號,店家料號,收貨人電話,數量, 金額, product_price","{""order_external_id"":[""訂單編號""],
 ""order_status"":[],
 ""order_date"":[""訂購日期""],
 ""product_external_id"":[""店家料號""],
 ""client_external_id"":[""收貨人電話""],
 ""others"":[""數量"", ""金額""]}"
,236,"博客來
寄倉",BOOKSTW_1554859800,,,結算日期,商品貨號,,,,",,結算日期,商品貨號,,","{""order_external_id"":[""結算日期""],
 ""order_status"":[],
 ""order_date"":[],
 ""product_external_id"":[""商品貨號""],
 ""client_external_id"":[],
 ""others"":[]}"
,235,"Shopee
蝦皮購物",SHOPEE_1554732569,訂單狀態 (單),訂單成立時間 (單),訂單編號(單),,"[收件者電話(單), 買家帳號(單)]",,,"訂單狀態 (單),訂單成立時間 (單),訂單編號(單),,[收件者電話(單), 買家帳號(單)],","{""order_external_id"":[""訂單編號(單)""],
 ""order_status"":[""訂單狀態 (單)""],
 ""order_date"":[""訂單成立時間 (單)""],
 ""product_external_id"":[],
 ""client_external_id"":[[""收件者電話(單)"", ""買家帳號(單)""]],
 ""others"":[]}"
,234,"momo
購物網(查詢)",MOMOMALLTW_1554708188,,轉單日,,商品原廠編號,"個人識別碼 , 收件人姓名",,,",轉單日,,商品原廠編號,個人識別碼 , 收件人姓名,","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[""轉單日""],
 ""product_external_id"":[""商品原廠編號""],
 ""client_external_id"":[""個人識別碼"" , ""收件人姓名""],
 ""others"":[]}"
,233,"momo
購物網(寄倉)",MOMOMALLTW_1554718369,,訂單成立日,訂單編號,"[商品原廠編號, 單品編號]",收件人姓名,"售價(含稅), 數量, subtotal",,",訂單成立日,訂單編號,[商品原廠編號, 單品編號],收件人姓名,售價(含稅), 數量, subtotal","{""order_external_id"":[""訂單編號""],
 ""order_status"":[],
 ""order_date"":[""訂單成立日""],
 ""product_external_id"":[[""商品原廠編號"", ""單品編號""]],
 ""client_external_id"":[""收件人姓名""],
 ""others"":[""售價(含稅)"", ""數量""]}"
,233,"momo
購物網 (退貨)",MOMOMALLTW_1554718369,,訂單成立日,,,,,,",訂單成立日,,,,","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[""訂單成立日""],
 ""product_external_id"":[],
 ""client_external_id"":[],
 ""others"":[]}"
,230,尚青購,MALL3785TV_1554519457,,訂單建立時間,出貨單編號,料號,收件人電話,,,",訂單建立時間,出貨單編號,料號,收件人電話,","{""order_external_id"":[""出貨單編號""],
 ""order_status"":[],
 ""order_date"":[""訂單建立時間""],
 ""product_external_id"":[""料號""],
 ""client_external_id"":[""收件人電話""],
 ""others"":[]}"
,216,"momo
購物網 (每日)",MOMOMALLTW_1553073272,  ,轉單日,訂單編號,"[商品原廠編號, ]","[收件人行動電話, 收件人電話, 個人識別碼]","進價(含稅), 數量, subtotal",,"  ,轉單日,訂單編號,[商品原廠編號, ],[收件人行動電話, 收件人電話, 個人識別碼],進價(含稅), 數量, subtotal","{""order_external_id"":[""訂單編號""],
 ""order_status"":["" ""],
 ""order_date"":[""轉單日""],
 ""product_external_id"":[[""商品原廠編號"", ""]],
 ""client_external_id"":[[""收件人行動電話"", ""收件人電話"", ""個人識別碼""]],
 ""others"":[""進價(含稅)"", ""數量""]}"
,213,"媽咪愛 (對帳單)
MamiLove",MAMILOVETW_1553055017, ,訂單成立日期,,"[廠商貨號, 商品編號]",訂單成立日期,,," ,訂單成立日期,,[廠商貨號, 商品編號],訂單成立日期,","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[""訂單成立日期""],
 ""product_external_id"":[[""廠商貨號"", ""商品編號""]],
 ""client_external_id"":[""訂單成立日期""],
 ""others"":[]}"
,212,"17Life
生活電商",A17LIFE_1553051996,訂單狀態,購買日期,訂單編號,貨號,收件人電話,,,"訂單狀態,購買日期,訂單編號,貨號,收件人電話,","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""購買日期""],
 ""product_external_id"":[""貨號""],
 ""client_external_id"":[""收件人電話""],
 ""others"":[]}"
,210,"iCHEF 會員
餐飲 POS",ICHEFPOS_1552912711,,,,,"[手機號碼, 電子郵件]",,,",,,,[手機號碼, 電子郵件],","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[],
 ""product_external_id"":[],
 ""client_external_id"":[[""手機號碼"", ""電子郵件""]],
 ""others"":[]}"
,209,OCERP,OCERP_1552894801, ,發票開立日(必填YYYY-MM-DD),訂單ID,商品組合自訂料號,,"數量, 訂單金額, product_price",," ,發票開立日(必填YYYY-MM-DD),訂單ID,商品組合自訂料號,,數量, 訂單金額, product_price","{""order_external_id"":[""訂單ID""],
 ""order_status"":[],
 ""order_date"":[""發票開立日(必填YYYY-MM-DD)""],
 ""product_external_id"":[""商品組合自訂料號""],
 ""client_external_id"":[],
 ""others"":[""數量"", ""訂單金額""]}"
,208,生活市集,BUY123_1552902343,退貨或重複訂單,付款時間,訂單編號,,電話,"檔次售價,生活市集平均單價",,"退貨或重複訂單,付款時間,訂單編號,,電話,檔次售價,生活市集平均單價","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""退貨或重複訂單""],
 ""order_date"":[""付款時間""],
 ""product_external_id"":[],
 ""client_external_id"":[""電話""],
 ""others"":[""檔次售價"",""生活市集平均單價""]}"
,200,"PChome 
24h購物(寄倉)",PCHOME_1551774457,,轉單日期,訂單編號,廠商料號,訂購人,"實付金額,單位成本,實際出貨數量",,",轉單日期,訂單編號,廠商料號,訂購人,實付金額,單位成本,實際出貨數量","{""order_external_id"":[""訂單編號""],
 ""order_status"":[],
 ""order_date"":[""轉單日期""],
 ""product_external_id"":[""廠商料號""],
 ""client_external_id"":[""訂購人""],
 ""others"":[""實付金額"",""單位成本"",""實際出貨數量""]}"
,198,WACA,WACA_1551667761,訂單狀態,購買日期,訂單編號,商品編號,"[購買人聯絡電話, 購買人電子信箱]","小計,數量",,"訂單狀態,購買日期,訂單編號,商品編號,[購買人聯絡電話, 購買人電子信箱],小計,數量","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""購買日期""],
 ""product_external_id"":[""商品編號""],
 ""client_external_id"":[[""購買人聯絡電話"", ""購買人電子信箱""]],
 ""others"":[""小計"",""數量""]}"
,194,"PChome 
24h購物(對帳單)",PCHOME_1551061510, ,轉單日期,訂單編號,商品名稱/編號,轉單日期,,," ,轉單日期,訂單編號,商品名稱/編號,轉單日期,","{""order_external_id"":[""訂單編號""],
 ""order_status"":[],
 ""order_date"":[""轉單日期""],
 ""product_external_id"":[""商品名稱/編號""],
 ""client_external_id"":[""轉單日期""],
 ""others"":[]}"
,193,"HERBUY
好買寶貝",HERBUYTW_1551023146,,,訂單編號,供貨商產品編號,收件人電話,,,",,訂單編號,供貨商產品編號,收件人電話,","{""order_external_id"":[""訂單編號""],
 ""order_status"":[],
 ""order_date"":[],
 ""product_external_id"":[""供貨商產品編號""],
 ""client_external_id"":[""收件人電話""],
 ""others"":[]}"
,173,松果購物 (出貨),PCONE_1550304498,,付款時間,訂單編號,主料號,"[訂購人電話, 電話]","方案價格, 方案數量, subtotal",,",付款時間,訂單編號,主料號,[訂購人電話, 電話],方案價格, 方案數量, subtotal","{""order_external_id"":[""訂單編號""],
 ""order_status"":[],
 ""order_date"":[""付款時間""],
 ""product_external_id"":[""主料號""],
 ""client_external_id"":[[""訂購人電話"", ""電話""]],
 ""others"":[""方案價格"", ""方案數量""]}"
,172,松果購物-超取,PCONE_1550302824, ,付款時間,訂單編號,主料號,"[訂購人電話, 電話]","方案數量, 訂單金額, product_price",," ,付款時間,訂單編號,主料號,[訂購人電話, 電話],方案數量, 訂單金額, product_price","{""order_external_id"":[""訂單編號""],
 ""order_status"":[],
 ""order_date"":[""付款時間""],
 ""product_external_id"":[""主料號""],
 ""client_external_id"":[[""訂購人電話"", ""電話""]],
 ""others"":[""方案數量"", ""訂單金額""]}"
,171,PayEasy,PAYEASYTW_1550142966, ,組檔日期,訂單編號,廠商商品原始碼,"[手機, 電話(日), 電話(夜)]","商品數量, 帳款金額,訂單貨款",," ,組檔日期,訂單編號,廠商商品原始碼,[手機, 電話(日), 電話(夜)],商品數量, 帳款金額,訂單貨款","{""order_external_id"":[""訂單編號""],
 ""order_status"":[],
 ""order_date"":[""組檔日期""],
 ""product_external_id"":[""廠商商品原始碼""],
 ""client_external_id"":[[""手機"", ""電話(日)"", ""電話(夜)""]],
 ""others"":[""商品數量"", ""帳款金額"",""訂單貨款""]}"
,170,"Yahoo!
購物中心",YAHOO_1550224388,訂單狀態,轉單日,訂單編號,供應商料號,"[收件人手機, 收件人電話(日), 收件人電話(夜)]",,,"訂單狀態,轉單日,訂單編號,供應商料號,[收件人手機, 收件人電話(日), 收件人電話(夜)],","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""轉單日""],
 ""product_external_id"":[""供應商料號""],
 ""client_external_id"":[[""收件人手機"", ""收件人電話(日)"", ""收件人電話(夜)""]],
 ""others"":[]}"
,169,"Shopee
蝦皮商城 24h",SHOPEE_1550218862,,時間,"廠商代碼 , 時間",廠商料號,時間,,,",時間,廠商代碼 , 時間,廠商料號,時間,","{""order_external_id"":[""廠商代碼"" , ""時間""],
 ""order_status"":[],
 ""order_date"":[""時間""],
 ""product_external_id"":[""廠商料號""],
 ""client_external_id"":[""時間""],
 ""others"":[]}"
,168,台灣樂天市場,RAKUTENTW_1550215611,order_status,order_date,,,customer_phone,,,"order_status,order_date,,,customer_phone,","{""order_external_id"":[],
 ""order_status"":[""order_status""],
 ""order_date"":[""order_date""],
 ""product_external_id"":[],
 ""client_external_id"":[""customer_phone""],
 ""others"":[]}"
,167,"ETMall
東森購物",ETMALLTW_1546920597,,出貨指示日,訂單號碼,廠商商品號碼,"[客戶電話, 室內電話]",,,",出貨指示日,訂單號碼,廠商商品號碼,[客戶電話, 室內電話],","{""order_external_id"":[""訂單號碼""],
 ""order_status"":[],
 ""order_date"":[""出貨指示日""],
 ""product_external_id"":[""廠商商品號碼""],
 ""client_external_id"":[[""客戶電話"", ""室內電話""]],
 ""others"":[]}"
